,Customer_Name,Similar_Name
849,csc,csc computer sciences c/o internal
850,csc,csc computer sciences do brasil ltda
851,csc,csc computer sciences italia
852,csc,csc computer sciences limited
853,csc,csc computer sciences ltd
854,csc,csc computer sciences ltd sevenoaks
855,csc,csc computer sciences ltd uk
856,csc,csc computer sciences ltd-aylesford
857,csc,csc computer sciences ltd-kent
858,csc,csc computer sciences ltd-slough
859,csc,csc computer sciences sas
860,csc,csc computer sciences-luxembourg
861,csc,csc danmark a/s
862,csc,csc deutschland services gmbh
863,csc,csc deutschland solutions
864,csc,csc deutschland solutions roedelheim
865,csc,csc diageo
866,csc,csc government solutions llc
867,csc,"csc internal, adc data centre"
868,csc,csc israel
869,csc,csc ltd royal pavilion
870,csc,csc malaysia sdn bhd
871,csc,csc malaysia sdn bhd
872,csc,csc rio tinto
873,csc,csc sverige ab
874,csc,csc sverige ab (csc)
875,csc,csc switzerland
876,csc,"csc vietnam co., ltd"
877,csc,general dynamic electric boat corporation - csc
878,csc,world trade center health program c/o csc
879,csc australia,csc
880,csc australia,csc
881,csc australia,csc australia pty limited
882,csc australia,csc australia pty ltd
883,csc australia,csc australia pty ltd
884,csc computer sciences,csc computer sciences b.v.
885,csc computer sciences,csc computer sciences limited
886,csc computer sciences,csc computer sciences ltd
887,csc israel,csc
888,csc israel,csc
889,csc switzerland,csc
890,csc switzerland,csc
891,csl behring,csl behring biotherapies for life
892,csl behring,csl behring gmbh
893,csl behring,csl behring llc
894,csl behring gmbh,csl behring
895,csl behring llc,csl behring
896,csm,csm media research-use acct# 58195
897,csr limited,csr ltd
898,csr ltd,csr limited
899,csx technology,csx technology inc
900,csx technology inc,csx technology
901,cti,cnamts - cti strasbourg
902,cti,cti foods - tx
903,cubic transportation systems,cubic transportation systems
904,cubic transportation systems,cubic transportation systems
905,cymetrix,cymetrix - tn
906,cymetrix,cymetrix - tx
907,daemen ict,daemen transport
908,daemen transport,daemen ict
909,daff,daff department of agriculture
910,daikin fluorochemicals(china),"daikin fluorochemicals(china) co.,ltd"
911,daimler ag,daimler ag hq
912,daiwa capital markets,daiwa capital markets europe l
913,dalkia a.s.,dalkia france
914,dalkia france,dalkia a.s.
915,dallas isd,county of dallas
916,dang dang,dang dang 1
917,dang dang 1,dang dang
918,daniel marks recruitment,daniel marks recruitment ltd
919,danis,danis building construction co
920,danube group,danube it services gmbh
921,daon,daon trusted identity services
922,darkmatter,darkmatter - dm
923,darkmatter,darkmatter - maria project
924,darkmatter,darkmatter - maria project 01
925,dart bank,dart container corporation
926,darty,ets darty et fils
927,datacash,datacash (pty) ltd
928,datacentrix,datacentrix pty ltd itsm
929,dataport,dataport dcs
930,dataport dcs,dataport
931,davy,davy ireland
932,davy,davy process technology
933,davy ireland,davy
934,dc water,dc bank ag
935,dcp llc,dcp midstream
936,dcp midstream,dcp llc
937,dealer services,dealer track
938,dealer track,dealer services
939,defense pow/missing personnel,defense pow/missing personnel office
940,dekra se,dekra se (shavlik)
941,dekra se,dekra spa
942,dekra spa,dekra se
943,dell,dell - asap software
944,dell,dell global b.v.
945,dell,dell marketing lp
946,dell,dell software inc. (formerly
947,dell,dell software inc. (formerly scriptlogic)
948,deloitte & touche,deloitte & touche gmbh
949,deloitte consulting,deloitte consulting (pty) ltd
950,deloitte consulting,deloitte llp
951,deloitte llp,deloitte consulting
952,deloitte llp,deloitte llp - ny (hdqtrs)
953,delta dental,"delta dental - providence, ri"
954,delta dental,delta dental of illinois
955,delta dental,delta dental of kansas
956,delta dental,delta dental of missouri
957,delta dental,delta dental of oklahoma
958,delta dental,delta dental of rhode island
959,delta dental,delta dental plan of michigan
960,demmer,demmer gmbh
961,demmer gmbh,demmer
962,desjardins,groupe technologies desjardins
963,desjardins,groupe technologies desjardins (gtd
964,desktoptowork b.v,desktoptowork b.v.
965,desktoptowork b.v.,desktoptowork b.v
966,detmold packaging,detmold packaging pty ltd
967,detroit diesel,diesel
968,deventer ziekenhuis,deventer ziekenhuis huisartsen
969,deventer ziekenhuis,gemeente deventer
970,devoteam outsourcing,laboratoires pierre fabre devoteam outsourcing
971,dexia,dexia
972,dexia,dexia cl
973,dexia,dexia
974,dexia,dexia cl
975,dexia cl,dexia
976,dexia cl,dexia
977,diesel,daihatsu diesel mfg co ltd
978,diesel,detroit diesel
979,diesel,diesel italia spa
980,digital insight,insight global
981,diligenta,diligenta ltd
982,diligenta ltd,diligenta
983,direct energy,direct technology
984,direct energy,m & m direct ltd
985,direct ict,direct technology
986,direct ict,m & m direct ltd
987,direct supply,m & m direct ltd
988,direct technology,direct energy
989,direct technology,direct ict
990,direct technology,m & m direct ltd
991,directv,directv group inc
992,disa,disa global solutions
993,disa,disa group it denmark
994,discount tire,discount tire - reinalt-thomas corp
995,distinguished insurance group,distinguished insurance group group
996,distinguished insurance group group,distinguished insurance group
997,docutap,docutap c/o cosentry
998,docutap,docutap c/o viawest
999,dole foods,dole packaged foods llc
1000,dolores state bank,the dolores state bank
1001,dominion energy,dominion enterprises
1002,dominion enterprises,dominion energy
1003,dormakaba international,dormakaba international holding gmbh
1004,dpd b.v.,dpd nederland b.v
1005,drees & sommer,drees & sommer ag
1006,dsw inc.,dsw zorgverzekeraar
1007,dsw zorgverzekeraar,dsw inc.
1008,dte energy,dte energy - monroe power plant
1009,dte energy,dte energy company
1010,dte energy company,dte energy
1011,dts,dts business & fiscal
1012,dts,dts systeme gmbh
1013,dts,dts systeme gmbh cloud
1014,duane morris,duane morris llp
1015,duane morris llp,duane morris
1016,dublin airport authority,dublin airport authority plc
1017,duke energy,duke energy corporation
1018,duke energy corporation,duke energy
1019,duquesne fund services,duquesne fund services llc
1020,durham college,durham county government
1021,durham college,durham university
1022,durham university,durham college
1023,durham university,durham county government
1024,dvg,dvg personenvervoer
1025,dvg personenvervoer,dvg
1026,dxc technology,dxc technology (formerly computer sciences corporation
1027,dxc technology,dxc technology australia pty ltd
1028,dyson limited,dyson appliances ltd
1029,dz bank,dz bank ag
1030,dz bank ag,dz bank
1031,"e-mds, inc","e-mds, inc."
1032,"e-mds, inc.","e-mds, inc"
1033,eastern bank,bank of eastern oregon
1034,eca,eca international
1035,eca international,eca
1036,edco,edco his
1037,edco his,edco
1038,edea,edea v.o.f
1039,edea v.o.f,edea
1040,edeka handelsgesellschaft,edeka handelsgesellschaft nord
1041,edelman financial services,edelman financial services llc
1042,edf energy,edf trading
1043,edf trading,edf energy
1044,edf trading,edf trading limited
1045,edf trading limited,edf trading
1046,education office,catholic education office melbourne
1047,education office,imperial county office of education
1048,education office,placer county office of education
1049,education office,the utah state office of education
1050,egyptian presidency,the presidency
1051,eidgenössisches departement,eidgenössisches departement für verteidigungh
1052,eindhoven airport,gemeente eindhoven
1053,eindhoven airport,viggo eindhoven airport bv
1054,elia,elia system operator nv
1055,emc corp,emc corp - santa clara ca
1056,emc corp,emc insurance group
1057,emdeon,emdeon corp
1058,emdeon,emdeon government services
1059,emdeon,emdeon inc
1060,emdeon corp,emdeon
1061,emdeon corp,emdeon government services
1062,emdeon corp,emdeon inc
1063,emdeon inc,emdeon
1064,emdeon inc,emdeon corp
1065,emdeon inc,emdeon government services
1066,emergent biodefense,emergent biodefense operations
1067,emerson climate technologies,emerson climate technologies shanghai
1068,emerson network power,emerson network power -
1069,emerson process,emerson process management
1070,emerson process,emerson process management
1071,emerson process,emerson process management - pa
1072,emerson process,"emerson process management co,.ltd.(shan"
1073,emerson process,emerson process management(tianjin)
1074,emerson process management,emerson process
1075,emerson process management,emerson process management
1076,emerson process management,emerson process
1077,emerson process management,emerson process management
1078,emirates post,emirates post group
1079,emirates post group,emirates post
1080,emoney advisor,emoney advisor llc
1081,emoney advisor llc,emoney advisor
1082,emory healthcare,emory university
1083,emory university,emory healthcare
1084,emory university,emory university - campus service
1085,empire life,empire state development
1086,enbw ag,enbw energie baden-württemberg ag
1087,energy transfer,media transfer services
1088,energy transfer,media transfer services
1089,enervest,enervest management partners
1090,engie,engie home services
1091,engie,engie services limited
1092,engineering design,shanghai waterway engineering design and
1093,enmax,enmax corporation
1094,enmax,enmax power corporation
1095,enmax corporation,enmax
1096,enmax corporation,enmax power corporation
1097,enterprise bank,enterprise bank & trust co
1098,enterprise bank,enterprise bank & trust company
1099,enterprise bank,enterprise bank and trust company
1100,enterprise bank,enterprise plc
1101,enterprise bank,enterprise solutions ltd
1102,enterprise plc,enterprise bank
1103,entra asbl,entra asbl
1104,entra asbl,entra asbl
1105,epiq systems,epiq uk
1106,epiq uk,epiq systems
1107,episcopal services,trinity episcopal school
1108,eplus technology,eplus technology inc
1109,eplus technology,eplus technology inc.
1110,eplus technology inc,eplus technology
1111,eplus technology inc.,eplus technology
1112,epsm,epsm lille metropole
1113,epson america,epson europe bv
1114,equitable bank,equitable acceptance corporation
1115,erie schools,erie insurance group
1116,eriks,eriks industrial services ltd
1117,eriks,eriks usa
1118,eriks usa,eriks
1119,ermefret,ermefret gmbh
1120,ermefret gmbh,ermefret
1121,erziehungsdepartement basel-stadt,erziehungsdepartement des kantons basel-stadt
1122,espn,espn inc
1123,espn inc,espn
1124,essential energy,essential energy (county energy)
1125,estav centro,centro
1126,esurance inc,esurance inc.
1127,esurance inc,"esurance insurance services, inc."
1128,esurance inc.,esurance inc
1129,esurance inc.,"esurance insurance services, inc."
1130,europcar france,europcar information services
1131,european commission,european commission jrc
1132,evides n.v.,evides nv
1133,evides nv,evides n.v.
1134,evo bv,evo group
1135,evo group,evo bv
1136,evry,evry ab
1137,evry,evry one outsourcing services
1138,evry,evry sweden ab
1139,evry ab,evry
1140,evry ab,evry sweden ab
1141,excel trust,excel federal credit union
1142,exchange bank,citizens exchange bank
1143,exchange bank,exchange national bank
1144,exelon corporation,exelon business services
1145,experian,"experian health, inc."
1146,f&m bank,f&m bank - ia
1147,f-secure corporation,f-secure corporation
1148,f-secure corporation,f-secure corporation
1149,f-secure corporation,f-secure corporation
1150,f-secure corporation,f-secure corporation
1151,f-secure corporation,f-secure corporation
1152,f-secure corporation,f-secure corporation
1153,family bank,family central
1154,family central,family bank
1155,fanatics inc,fanatics inc.
1156,fanatics inc.,fanatics inc
1157,farmacias san pablo,farmacias san pablo
1158,farmacias san pablo,farmacias san pablo
1159,faurecia emissions control,faurecia emissions control
1160,faurecia emissions control,faurecia emissions control
1161,faurecia systemes d'echappement,faurecia systemes d'echappement
1162,faurecia systemes d'echappement,faurecia systemes d'echappement
1163,fedex corporation,fedex services
1164,fedex services,fedex corporation
1165,fenner drives,fenner drives drives it department
1166,ferguson enterprises,ferguson group services ltd
1167,fidelity communications,american fidelity
1168,fidessa,fidessa uk
1169,fidessa uk,fidessa
1170,fieldglass inc,sap fieldglass
1171,financial express,american express
1172,finanz informatik,finanz informatik gmbh & co.kg
1173,finanz informatik,finanz informatik technologie services gmbh
1174,first business bank,business first bank
1175,first community bank,community first bank
1176,first republic bank,republic first bank
1177,firstsource solutions uk,firstsource solutions uk limited
1178,fis,fis - ga
1179,fis,fis global
1180,fis,fis informationssysteme
1181,fis,fis investment systems llc
1182,fis global,fis
1183,fis global,fis - ga
1184,fis informationssysteme,fis
1185,"fiserv, inc.","fiserv, inc. - philadelphia, pa"
1186,florence bank,florence zorg
1187,florence zorg,florence bank
1188,florida reliability coordinating,florida reliability coordinating council
1189,fm tyres,tyres 4 u
1190,focus brands,l brands
1191,foley & lardner,foley & lardner llp
1192,food lion,lion
1193,fordham university,fordham university it rh
1194,forensic technology,forensic technology - qc
1195,forth ports,forth ports limited
1196,forth ports limited,forth ports
1197,forward financing,bank forward
1198,foster stockbroking,foster stockbroking pty ltd / mosaic
1199,foster wheeler,amec foster wheeler
1200,foster wheeler,foster wheeler energia polska sp.
1201,fountain-fort carson,fountain-fort carson school district 8
1202,fraikin,fraikin assets
1203,fraikin assets,fraikin
1204,france television,france television publicite
1205,france television,service comptable france television
1206,frandsen corporation,frandsen corporation (north branch)
1207,frandsen corporation,frandsen financial
1208,frandsen financial,frandsen corporation
1209,franklin foods,city of franklin
1210,freedom bank,freedom credit union
1211,freedom bank,freedom furniture
1212,freedom bank,freedom mobile
1213,freedom furniture,freedom bank
1214,freedom mobile,freedom bank
1215,freedom mobile,freedom credit union
1216,fromageries bel,fromageries bel dept comptabilité fournisseur
1217,frontier bank,frontier agriculture ltd
1218,frontier bank,frontier capital management
1219,frontier bank,frontier technology
1220,frontier technology,frontier bank
1221,frontier technology,frontier capital management
1222,fujifilm diosynth,fujifilm diosynth biotechnologies uk limited
1223,fujitsu,bae (mod c/o fujitsu mastcat 2459 project)
1224,fujitsu,fujitsu - nzgov
1225,fujitsu,fujitsu 001 crossrail
1226,fujitsu,"fujitsu america, inc"
1227,fujitsu,fujitsu australia
1228,fujitsu,fujitsu consulting (canada) in
1229,fujitsu,fujitsu finland oy
1230,fujitsu,fujitsu gold coast city council
1231,fujitsu,fujitsu n.z.
1232,fujitsu,"fujitsu network communications richardson, tx"
1233,fujitsu,fujitsu new zealand limited
1234,fujitsu,fujitsu services
1235,fujitsu,fujitsu services - home office
1236,fujitsu,fujitsu services - home office man35 (sirius project)
1237,fujitsu,fujitsu services ab
1238,fujitsu,fujitsu services limited
1239,fujitsu,fujitsu services ltd
1240,fujitsu,fujitsu services ltd.
1241,fujitsu,fujitsu services uk – flex-r
1242,fujitsu,fujitsu services uk ltd
1243,fujitsu,fujitsu sweden ab
1244,fujitsu,fujitsu tds gmbh
1245,fujitsu,fujitsu technology solutions b
1246,fujitsu,fujitsu technology solutions b.v.
1247,fujitsu,fujitsu technology solutions g
1248,fujitsu,fujitsu technology solutions gmbh
1249,fujitsu,me bank - fujitsu austraila
1250,fujitsu,mod c/o fujitsu
1251,fujitsu,mod c/o fujitsu – rfq modmastcat – 2601
1252,fujitsu,mod c/o fujitsu rfq-dcns-501
1253,fujitsu,mod taf16-01 c/0 fujitsu
1254,fujitsu,veikkaus oy / fujitsu finland
1255,fujitsu,williams & glyn - fujitsu
1256,fujitsu australia,fujitsu
1257,fujitsu australia,fujitsu services
1258,fujitsu services,fujitsu
1259,fujitsu services,fujitsu australia
1260,fujitsu services,fujitsu services - home office
1261,fujitsu services,fujitsu services ab
1262,fujitsu services,fujitsu services limited
1263,fujitsu services,fujitsu services ltd
1264,fujitsu services,fujitsu services ltd.
1265,fujitsu services,fujitsu services uk ltd
1266,g4s,"g4s cash solutions, s.a."
1267,g4s,g4s secure - belgium
1268,g4s,g4s secure integration
1269,galveston college,galveston college foundation
1270,gam,gam (schweiz ag)
1271,gardner aerospace,gardner group limited
1272,gateley llp,gateley plc
1273,gateley plc,gateley llp
1274,gearbulk,gearbulk (uk) limited
1275,gemeente almere,almere college
1276,gemeente almere,zorggroep almere
1277,gemeente apeldoorn,zorggroep apeldoorn
1278,gemeente barneveld,woningstichting barneveld
1279,gemeente deventer,deventer ziekenhuis
1280,gemeente eindhoven,eindhoven airport
1281,gemeente epe,"epe industries, inc."
1282,gemeente maastricht,maastricht university
1283,gemeente tilburg,tilburg university
1284,general dynamics,general dynamics - it
1285,general dynamics,general dynamics - navy lcs22
1286,general dynamics,general dynamics advanced information systems
1287,general dynamics,general dynamics ais
1288,general dynamics,general dynamics armament
1289,general dynamics,general dynamics c4 systems
1290,general dynamics,general dynamics electric boat
1291,general dynamics,general dynamics git
1292,general dynamics,general dynamics health solutions
1293,general dynamics,general dynamics it ltd - uk
1294,general dynamics,general dynamics land systems
1295,general dynamics,"general dynamics mission systems, inc."
1296,general dynamics,general dynamics nassco
1297,general office,office of auditor general
1298,general office,office of inspector general for the general services administration
1299,general office,office of solicitor general
1300,generali,generali china
1301,generali,"generali china insurance co., ltd."
1302,generali,generali deutschland
1303,generali,generali infrastructure services
1304,generali,generali international limited
1305,generali,generali verzekeringsgroep nv
1306,generali,generali vie
1307,generali,mpi generali insurans berhad
1308,generali china,generali
1309,generali china,"generali china insurance co., ltd."
1310,generali china,generali deutschland
1311,generali china,generali international limited
1312,generali deutschland,generali
1313,generali deutschland,generali china
1314,generali vie,generali
1315,generation mortgage,generation mortgage company
1316,generation mortgage company,generation mortgage
1317,gentoo group,gentoo group ltd
1318,gentoo group ltd,gentoo group
1319,"genus, plc","genus, plc - pic"
1320,genworth financial,genworth financial inc
1321,genworth financial inc,genworth financial
1322,genzyme corporation,genzyme ltd
1323,genzyme ltd,genzyme corporation
1324,geodis,geodis bm
1325,geodis,geodis logistics netherlands bv
1326,geodis,geodis wilson (usa)
1327,geodis,geodis wilson netherlands bv
1328,geodis bm,geodis
1329,georgetown bank,city of georgetown
1330,georgetown bank,georgetown memorial hospital
1331,georgia southwestern state,georgia southwestern state university
1332,gerdau,gerdau ameristeel
1333,gerdau ameristeel,gerdau
1334,giant europe b.v.,giant europe b.v. / giant benelux b.v.
1335,gie axa,axa technology services belgium gie
1336,gie axa,gie axa tech france
1337,gkss-forschungszentrum geesthacht g,gkss-forschungszentrum geesthacht gmbh
1338,gkss-forschungszentrum geesthacht gmbh,gkss-forschungszentrum geesthacht g
1339,glaxosmithkline biologicals,glaxosmithkline limited
1340,glaxosmithkline limited,glaxosmithkline biologicals
1341,glaxosmithkline limited,glaxosmithkline plc
1342,glaxosmithkline limited,glaxosmithkline vaccines
1343,glaxosmithkline plc,glaxosmithkline limited
1344,glaxosmithkline vaccines,glaxosmithkline limited
1345,glencore,glencore grain b.v.
1346,glencore,glencore international ag
1347,glenwood state bank,glenwood state bank inc
1348,global healthcare exchange,global healthcare exchange inc
1349,gloucestershire police,gloucestershire county council
1350,gls companies,gls it services gmbh
1351,gmac,gmac uk plc
1352,gordmans,gordmans inc
1353,gordmans inc,gordmans
1354,gordon college,gordon state college
1355,grace christian college,grace christian college
1356,grace christian college,grace christian college
1357,grace health,the grace hotel
1358,green it,green lite it
1359,green it,the green school
1360,grinnell college,simplex grinnell
1361,groupe icf,icf international
1362,"groupon, inc.","groupon, inc."
1363,"groupon, inc.","groupon, inc."
1364,gsa,general services administration - gsa
1365,h.j. heinz,h.j. heinz company
1366,h.j. heinz company,h.j. heinz
1367,halfords,aptos halfords
1368,haliburton highlands health,haliburton highlands health services
1369,hallesche krankenversicherung,hallesche krankenversicherung auf gegenseitigkeit
1370,hallmark cards,hallmark cards australia ltd
1371,hallmark cards,hallmark cards continental europe bv
1372,hallmark cards,hallmark cards plc
1373,hamilton bank,city of hamilton
1374,hancock bank,hancock bank data center
1375,hancock bank,hancock regional hospital
1376,handelsmaatschappij boumans,handelsmaatschappij boumans benschop b.v.
1377,hangzhou library,bank of hangzhou
1378,hansecom,hansecom gmbh
1379,hansecom gmbh,hansecom
1380,harris corporation,harris it services
1381,harris corporation,lincoln harris
1382,hartford healthcare,hartford hospital
1383,hartford healthcare,the hartford
1384,hartford hospital,hartford healthcare
1385,hartford hospital,the hartford
1386,harvey nichols,nichols college
1387,hastings college,hastings direct
1388,hastings college,hastings insurance services ltd
1389,hastings college,paul hastings
1390,hastings direct,hastings college
1391,hauraki council,hauraki district council
1392,haymarket publishing,haymarket publishing services ltd
1393,hazelwood foods,hazelwood foods c/o greencore group plc
1394,hazelwood foods,hazelwood foods ltd c/o greencore group plc
1395,hbo singapore,hbo singapore
1396,hbo singapore,hbo singapore
1397,hbo singapore,hbo singapore
1398,hbo singapore,hbo singapore
1399,hbo singapore,hbo singapore
1400,hbo singapore,hbo singapore
1401,hdfc asset management,hdfc asset management company
1402,hdfc ltd,hdfc asset management
1403,hdfc ltd,hdfc ltd
1404,hdfc ltd,hdfc sales pvt. ltd
1405,hdfc ltd,hdfc sales pvt. ltd
1406,hdfc ltd,hdfc asset management
1407,hdfc ltd,hdfc ltd
1408,hdfc ltd,hdfc sales pvt. ltd
1409,hdfc ltd,hdfc sales pvt. ltd
1410,headwaters inc,headwaters incorporated
1411,headwaters incorporated,headwaters inc
1412,health catalyst,catalyst corporate fcu
1413,health partners,health partners of philadelphia
1414,health partners,health partners of philadelphia inc
1415,health partners,health partners plans inc.
1416,health partners,trillium health partners
1417,healthe care,healthe care australia pty ltd
1418,healthport,healthport inc.
1419,healthport,"healthport technologies, llc."
1420,healthport inc.,healthport
1421,heat software,"heat software usa, inc."
1422,heat software,"heat software usa, inc."
1423,heatcraft,heatcraft australia pty ltd
1424,heatcraft,"heatcraft refrigeration(wuxi)co.,ltd"
1425,"heatcraft refrigeration(wuxi)co.,ltd",heatcraft
1426,helaba invest,invest bank
1427,hellmann worldwide logistics,hellmann worldwide logistics
1428,hellmann worldwide logistics,hellmann worldwide logistics
1429,hellmann worldwide logistics,hellmann worldwide logistics a
1430,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1431,hellmann worldwide logistics,hellmann worldwide logistics
1432,hellmann worldwide logistics,hellmann worldwide logistics
1433,hellmann worldwide logistics,hellmann worldwide logistics a
1434,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1435,hellmann worldwide logistics,hellmann worldwide logistics
1436,hellmann worldwide logistics,hellmann worldwide logistics
1437,hellmann worldwide logistics,hellmann worldwide logistics a
1438,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1439,helmholtz-zentrum,helmholtz-zentrum dresden-rossendorf e.v.
1440,helmholtz-zentrum,helmholtz-zentrum für umweltforschung gmbh
1441,hendrix genetics,hendrix genetics research technology &
1442,henkel kgaa,henkel ag & co. kgaa
1443,hennepin county,hennepin county medical center
1444,hennepin county,mn hennepin county
1445,herbert smith freehills,herbert smith freehills (formerly
1446,heritage bank,heritage bank
1447,heritage bank,heritage bank limited
1448,heritage bank,heritage bank limited
1449,heritage bank,heritage bank of commerce
1450,heritage bank,heritage clinic
1451,heritage bank,heritage healthcare
1452,heritage bank,heritage bank
1453,heritage bank,heritage bank limited
1454,heritage bank,heritage bank limited
1455,heritage bank,heritage bank of commerce
1456,heritage bank,heritage clinic
1457,heritage bank,heritage healthcare
1458,heritage bank limited,heritage bank limited
1459,heritage bank limited,heritage bank limited
1460,heritage clinic,heritage bank
1461,heritage clinic,heritage bank
1462,heritage healthcare,heritage bank
1463,heritage healthcare,heritage bank
1464,heritage healthcare,heritage bank limited
1465,heritage healthcare,heritage bank limited
1466,hermitage solutions,hermitage solutions - msp cyber defense
1467,herschend family entertainment,herschend family entertainment corporation
1468,hess corp,hess energy trading
1469,hewlett-packard (canada),hewlett-packard (canada) co.
1470,hewlett-packard (canada),hewlett-packard gmbh
1471,hewlett-packard (canada),hewlett-packard limited
1472,hewlett-packard (canada) co.,hewlett-packard (canada)
1473,hewlett-packard co,hewlett-packard france
1474,hewlett-packard co,hewlett-packard gmbh
1475,hewlett-packard co,hewlett-packard limited
1476,hewlett-packard france,hewlett-packard co
1477,hewlett-packard france,hewlett-packard gmbh
1478,hewlett-packard france,hewlett-packard limited
1479,hewlett-packard gmbh,hewlett-packard (canada)
1480,hewlett-packard gmbh,hewlett-packard co
1481,hewlett-packard gmbh,hewlett-packard france
1482,hewlett-packard gmbh,hewlett-packard limited
1483,hewlett-packard limited,hewlett-packard (canada)
1484,hewlett-packard limited,hewlett-packard co
1485,hewlett-packard limited,hewlett-packard france
1486,hewlett-packard limited,hewlett-packard gmbh
1487,highland hospital,highland capital management
1488,hikari tsushin,hikari tsushin
1489,hikari tsushin,hikari tsushin
1490,hillside limited,hillside (technology) limited
1491,hillside limited,hillside new media limited
1492,hillside limited,hillside technology ltd
1493,hiscox,hiscox plc
1494,hiscox plc,hiscox
1495,hms,hms collingwood
1496,hms collingwood,hms
1497,hns,hns hardware netzwerke software gmbh
1498,hobby lobby,hobby lobby stores
1499,hochschule ansbach,landratsamt ansbach
1500,hochschule biberach,landratsamt biberach
1501,hochschule ulm,stadt ulm
1502,hogan lovells,hogan lovells international ll
1503,hogan lovells,hogan lovells international llp (uk)
1504,hogg robinson group,hogg robinson group
1505,hogg robinson group,hogg robinson group
1506,holiday companies,holiday companies inc
1507,holiday companies inc,holiday companies
1508,holman fenwick willan,holman fenwick willan lp
1509,home office,fujitsu services - home office
1510,home office,home box office
1511,home shopping network,home shopping network
1512,home shopping network,home shopping network
1513,honda mpe,honda mpe
1514,honda mpe,honda mpe
1515,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd"
1516,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd of honghe"
1517,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd of xinjiang cigarette factory"
1518,"hongyunhonghe tobacco(group)co.,ltd",hongyunhonghe
1519,"hongyunhonghe tobacco(group)co.,ltd","hongyunhonghe tobacco(group)co.,ltd of honghe"
1520,"hongyunhonghe tobacco(group)co.,ltd","hongyunhonghe tobacco(group)co.,ltd of xinjiang cigarette factory"
1521,honor health,honor credit union
1522,hood college,hood packaging corporation
1523,hood college,hp hood llc
1524,horizon bank,amicus horizon
1525,horizon bank,horizon utilities corporation
1526,houston healthcare,university of houston
1527,howard university,howard building corporation
1528,howard university,howard university hospital
1529,howard university,howard university isas department
1530,hoyer gmbh,hoyer gmbh internationale fachspedition
1531,hp,edf - hp france
1532,hp,ericsson - hp
1533,hp,fallon community hp
1534,hp,hewlett - packard (hp-psg) hp contract -business pc
1535,hp,hp ent services uk ltd
1536,hp,hp enterprise services
1537,hp,hp enterprise services
1538,hp,hp enterprise services (st)
1539,hp,hp enterprise services c/o project champion
1540,hp,hp enterprise services limited
1541,hp,hp es bnl
1542,hp,hp es uk ltd c/o mod uk jocs
1543,hp,hp finland oy/nokia oy
1544,hp,hp hood llc
1545,hp,hp inc
1546,hp,hp inc. peru s. r. l.
1547,hp,hp information security uk ltd
1548,hp,hp ltd - uk
1549,hp,hp staging and deployment cent
1550,hp,hp uk&i
1551,hp,j&j it - hp
1552,hp,mod corsham c/o hp enterprise services
1553,hp,royal dutch shell - hp
1554,hp enterprise services,hp enterprise services
1555,hp enterprise services,hp enterprise services limited
1556,hp enterprise services,hp enterprise services
1557,hp enterprise services,hp enterprise services limited
1558,hp inc,hp
1559,hp inc,hp ltd - uk
1560,hp uk&i,hp
1561,hsbc,hsbc bank plc
1562,hsbc,hsbc group hq
1563,huashan hospital,huashan hospital-north hospital
1564,humana inc,humana inc.
1565,humana inc.,humana inc
1566,humboldt county,humboldt county hhs
1567,humboldt county,humboldt state university
1568,hunter engineering,hunter industries
1569,hunter industries,hunter engineering
1570,huntington hospital,huntington memorial hospital
1571,hw systems,hw wonen
1572,hw wonen,hw systems
1573,hyde central services,hyde central services limited
1574,hydro tasmania,university of tasmania
1575,i bee,city of bee cave
1576,i bee,red bee media
1577,iag new zealand,iag new zealand ltd
1578,ibas,ibas as
1579,ibas as,ibas
1580,ibm alps,alps fcu
1581,ibm belgium,ibm belgium branch luxembourg
1582,ibm corp,ibm corporation
1583,ibm corporation,ibm corp
1584,ibm corporation,ibm corporation - oem
1585,ibm corporation,ibm france
1586,ibm france,compagnie ibm france sas
1587,ibm france,ibm corporation
1588,icf international,groupe icf
1589,icici bank,icici bank
1590,icici bank,icici bank
1591,idaho military division,idaho division of military
1592,ifds,ifds limited
1593,ifds limited,ifds
1594,ilicomm technology solutions,ilicomm technology solutions l
1595,immobiliere 3f,3f inc
1596,immochan,immochan espana sa
1597,immochan,immochan france
1598,immochan france,immochan
1599,impellam,impellam group
1600,impellam group,impellam
1601,imperial oil,imperial oil limited
1602,imperial oil limited,imperial oil
1603,inbo,inbo bv
1604,inbo bv,inbo
1605,inc research,adhesives research inc
1606,inc research,health research inc
1607,independent bank,bank independent
1608,indiana university,indiana university credit union
1609,indiana university,indiana university maurer school of
1610,indiana university,indiana university of pa
1611,indiana university,indiana university of pennsylvania
1612,indiana university,indiana university school of medicine
1613,ing,capital one (formerly known as: ing bank / direct us)
1614,ing,ing bank
1615,ing,ing bank (luxembourg) sa
1616,ing,ing bank (romania)
1617,ing,ing bank eurasia zao
1618,ing,ing bank n.v
1619,ing,"ing bank n.v., singapore branch"
